components,disease_name,functions,indication,medicine_name,usage
"主要成分为头孢羟氨苄.化学名称为(6R,7R)-3-甲基-7-[(R)-2-氨基-2-(4-羟基苯基)乙酰氨基]-8-氧代...",眶蜂窝织炎,主要用于敏感细菌所致的尿路感染，如尿道炎、膀胱炎、前列腺炎、肾盂肾炎、淋病；呼吸...,尿路感染尿道炎膀胱炎前列腺炎肾盂肾炎肾炎淋病肺炎鼻窦炎支气管炎气管炎喉炎扁桃体炎蜂窝织炎中耳炎咽喉炎皮肤软组织感染软组织感染,头孢羟氨苄分散片(来斯),口服。成人常用量：一次0.5～1g，一日2次。小儿常用量：按体重每12小时15～20mg/kg。A组溶...
九节茶。,眶蜂窝织炎,清热解毒，消炎止痛，舒筋活络。用于流行性感冒，咽喉炎，肺炎，菌痢，急性胃肠炎，阑...,咽喉炎脓肿流行性感冒感冒喉炎肺炎急性胃肠炎胃肠炎肠炎阑尾炎烧伤疮疡蜂窝织炎,清热消炎宁片(恒一堂),口服。一次3～6片，一日3次。外用。将去除薄膜衣后的药片加温开水溶化后，按患处大小搽...
本品主要成分为胰激肽原酶。,眼底病,血管扩张药。有改善微循环作用。主要用于微循环障碍性疾病，如糖尿病引起的肾病，周围...,糖尿病肾病神经病眼底病高血压微循环障碍糖尿,胰激肽原酶肠溶片,口服一次120－240单位（一次2－4片），一日360－720单位（一日三次），空腹服用。
"本品主要成份为头孢美唑钠，其化学名称为:(6R,7R)-7-[2-[(氰甲基)硫]乙酰氨基]-7-甲氧基-3...",眶蜂窝织炎,金色葡萄球菌、大肠杆菌、肺炎杆菌、变形杆菌（吲哚阳性及阴性）类杆菌属、消化球菌及...,肺炎支气管炎气管炎腹膜炎泌尿系感染,注射用头孢美唑钠,通常成人，1日1~2克(效价)，分2次静脉注射或静脉滴注。通常小儿，1日25~100毫克(效价)/...
本品主要成分为胰激肽原酶。,眼底病,血管扩张药。有改善微循环作用。主要用于微循环障碍性疾病，如糖尿病引起的肾病，周围...,糖尿病肾病神经病眼底病高血压微循环障碍糖尿,胰激肽原酶肠溶片,口服一次120－240单位（一次2－4片），一日360－720单位（一日三次），空腹服用。
本品主要成分为胰激肽原酶。,眼底病,用于微循环障碍性疾病，如糖尿病引起的肾病，周围神经病，视网膜病，眼底病及缺血性...,糖尿病肾病神经病眼底病高血压微循环障碍糖尿,胰激肽原酶肠溶片,口服一次120－240单位（一次2－4片），一日360－720单位（一日三次），空腹服用。
本品主要成分为胰激肽原酶。,眼底病,血管扩张药。有改善微循环作用。主要用于微循环障碍性疾病，如糖尿病引起的肾病，周围...,糖尿病肾病神经病眼底病高血压微循环障碍糖尿,胰激肽原酶肠溶片(通德),口服一次120－240单位（一次2－4片），一日360－720单位（一日三次），空腹服用。
灯盏细辛。,视网膜血管炎,活血化瘀，用于缺血性脑血管病及脑出血后遗瘫痪，眼底视网膜静脉阻塞，冠心病，血管炎...,视野缩小脑出血瘫痪视网膜静脉阻塞冠心病血管炎皮肤病青光眼,益脉康分散片(美尔瑞),口服，一次2片，一日三次。
本品主要成份为：胰激肽原酶。,眼底病,血管扩张药。有改善微循环作用。主要用于微循环障碍性疾病，如糖尿病引起的肾病，周围...,糖尿病肾病神经病眼底病高血压微循环障碍糖尿,胰激肽原酶,一次120～240单位一日360～720单位空腹服用。
本品主要成份为胰激肽原酶。,眼底病,血管扩张药。有改善微循环作用。主要用于微循环障碍性疾病，如糖尿病引起的肾病、周围...,糖尿病肾病神经病眼底病高血压微循环障碍糖尿,胰激肽原酶肠溶片(多美乐),口服一次120～240单位一日360～720单位空腹服用。
胰激肽原酶,眼底病,血管扩张药。有改善微循环作用。主要用于微循环障碍性疾病，如糖尿病引起的肾病、周围...,糖尿病肾病神经病眼底病高血压微循环障碍糖尿,胰激肽原酶肠溶片,口服一次120～240单位一日360～720单位空腹服用。
本品主要成分为胰激肽原酶。,眼底病,血管扩张药。有改善微循环作用。主要用于微循环障碍性疾病，如糖尿病引起的肾病，周围...,糖尿病肾病神经病眼底病高血压微循环障碍糖尿,胰激肽原酶肠溶片,口服一次120－240单位（一次2－4片），一日360－720单位（一日三次），空腹服用。
本品主要成分为胰激肽原酶。,眼底病,血管扩张药。有改善微循环作用。主要用于微循环障碍性疾病，如糖尿病引起的肾病，周围...,糖尿病肾病神经病眼底病高血压微循环障碍糖尿,胰激肽原酶肠溶片(贝尔严清),口服一次120－240单位（一次2－4片），一日360－720单位（一日三次），空腹服用。
本品主要成分为胰激肽原酶。,眼底病,"血管扩张药.有改善微循环作用.主要用于微循环障碍性疾病,如糖尿病引起的肾病,周围神经...",糖尿病肾病神经病眼底病高血压微循环障碍糖尿,胰激肽原酶肠溶片,口服一次120～240单位一日360～720单位空腹服用。
本品主要成份为胰激肽原酶。,眼底病,血管扩张药。有改善微循环作用。主要用于微循环障碍性疾病，如糖尿病引起的肾病、周围...,糖尿病肾病神经病眼底病高血压微循环障碍糖尿,胰激肽原酶肠溶片(广乐),口服一次120～240单位一日360～720单位空腹服用。
本品主要成分为胰激肽原酶。,眼底病,血管扩张药。有改善微循环作用。主要用于微循环障碍性疾病，如糖尿病引起的肾病，周围...,糖尿病肾病神经病眼底病高血压微循环障碍糖尿,胰激肽原酶肠溶片(怡开),口服一次120－240单位（一次2－4片），一日360－720单位（一日三次），空腹服用。
本品主要成份为盐酸环丙沙星。,流行性角结膜炎,用于敏感菌引起的外眼部感染（如结膜炎等）。,结膜炎眼部感染,盐酸环丙沙星滴眼液(悉复明),滴于眼睑内，一次1～2滴，一日3～6次，疗程为6～14日。
本品主要成分为胰激肽原酶。,眼底病,血管扩张药。有改善微循环作用。主要用于微循环障碍性疾病，如糖尿病引起的肾病、周围...,糖尿病肾病神经病眼底病高血压微循环障碍糖尿,胰激肽原酶肠溶片(怡开),口服一次120－240单位（一次2－4片），一日360－720单位（一日三次），空腹服用。
本品主要成分为胰激肽原酶。,眼底病,血管扩张药。有改善微循环作用。主要用于微循环障碍性疾病，如糖尿病引起的肾病，周围...,糖尿病肾病神经病眼底病高血压微循环障碍糖尿,胰激肽原酶肠溶片(怡开),口服一次120－240单位（一次2－4片），一日360－720单位（一日三次），空腹服用。
九节茶。,眶蜂窝织炎,清热解毒，消炎止痛，舒筋活络。用于流行性感冒，咽喉炎，肺炎，菌痢，急性胃肠炎，阑...,咽喉炎脓肿流行性感冒感冒喉炎肺炎急性胃肠炎胃肠炎肠炎阑尾炎烧伤疮疡蜂窝织炎,清热消炎宁片(敖东),口服。一次3～6片，一日3次。外用。将去除薄膜衣后的药片加温开水溶化后，按患处大小搽...
氧氟沙星,暴露性角膜炎,本品适用于治疗细菌性结膜炎、角膜炎、角膜潰疡、泪囊炎、术后感染等外眼感染。,结膜炎角膜炎泪囊炎,氧氟沙星滴眼液(泰利必妥),滴于眼睑内，每日3-5次，每次1-2滴，或遵医嘱。
本品为复方制剂，其组分为：妥布霉素15毫克和地塞米松5毫克/5毫升。,暴露性角膜炎,眼科手术前、后预防，治疗感染与炎症反应；严重的细菌性结膜炎、角膜炎、泪囊炎与化学...,结膜炎角膜炎泪囊炎,妥布霉素地塞米松滴眼液(典舒),1每4至6小时一次，每次1至2滴滴入结膜囊内。在最初1－2天剂量可增加至每2小时1次。根据...
本品主要成份为重组牛碱性成纤维细胞生长因子。系由含有高效表达牛碱性成纤维细胞生长...,暴露性角膜炎,部分原因引起的角膜上皮缺损和点状角膜病变，复发性浅层点状角膜病变、轻中度干眼症、...,结膜炎角膜炎泪囊炎,重组牛碱性成纤维细胞生长因子眼用凝胶(贝复舒),涂于眼部伤患处，每日早晚各一次，或遵医嘱。
主要成分：红霉素,眶蜂窝织炎,1．本品可作为青霉素过敏患者治疗下列感染的替代用药：溶血性链球菌、肺炎链球菌等所...,过敏溶血肺炎急性扁桃体炎扁桃体炎急性咽炎咽炎鼻窦炎猩红热蜂窝织炎白喉破伤风伤风放线菌病梅毒支原体肺炎肺炎衣原体肺炎衣原体肺炎沙眼结膜炎淋病空肠弯曲菌肠炎肠炎百日咳,注射用乳糖酸红霉素,静脉滴注：成人一次0.5-1.0g(2-4瓶)，每日2-3次。治疗军团菌病剂量可增加至一日3-4g(16瓶)。小...
本品含阿昔洛韦。化学名称：9-（2-羟乙氧甲基）鸟嘌呤。分子式：C8H10N5NaO3，分子量：247.2,暴露性角膜炎,抗病毒药。用于单纯疱疹性角膜炎。,角膜炎疱疹,阿昔洛韦滴眼液(五景),滴入眼睑内，每2小时一次。
,线粒体病,1.肝脏保护。抗肝硬变、脂肪肝及各种急性、慢性、病毒性、黄疸性肝。2.心肌保护。保护...,脂肪肝黄疸克山病抑郁症抑郁,蛋氨酸,
法可林。化学名称：5，12-二氢-5，7，12，14-四氮戊省2，9-二磺酸钠。,外伤性白内障,用于治疗老年性白内障初发期，外伤性白内障，先天性白内障，继发性白内障。,白内障外伤性白内障先天性白内障,法可林滴眼液,滴眼。一次2～3滴，一日3～5次。
本品主要成份为头孢羟氨苄,眶蜂窝织炎,主要用于敏感细菌所致的尿路感染，如尿道炎、膀胱炎、前列腺炎、肾盂肾炎、淋病；呼吸...,尿路感染尿道炎膀胱炎前列腺炎肾盂肾炎肾炎肺炎鼻窦炎支气管炎气管炎喉炎扁桃体炎蜂窝织炎中耳炎咽喉炎皮肤软组织感染软组织感染,头孢羟氨苄咀嚼片(笃克),"口服。成人常用量：一次0.5-1.0g，一日2次。儿童常用量：一次按体重15-20mg/kg，一,2次；成..."
伊曲康唑。,暴露性角膜炎,1.妇科：外阴阴道念珠菌病。2.皮肤科/眼科：（1）花斑癣、皮肤真菌病、真菌性角膜炎和口...,花斑癣真菌性角膜炎角膜炎口腔念珠菌病甲真菌病隐球菌病脑膜炎组织胞浆菌病孢子丝菌病副球孢子菌病球孢子菌病芽生菌病真菌感染,伊曲康唑胶囊(斯皮仁诺),为达到最佳吸收，伊曲康唑胶囊应餐后立即给药，胶囊必须整个吞服。1、念珠菌性阴道炎...
"本品主要成份为氟康唑，其化学名称为：2-（2,4-二氟苯基）-1,3-双（1H-1,2,4-三唑-1-基）-2-丙...",暴露性角膜炎,敏感性真菌引起的真菌性角膜炎。,真菌性角膜炎角膜炎,氟康唑滴眼液(郎福清),滴眼。每日4～6次，重症每1～2小时一次，每次1～2滴。
主要成份胸腺肽,带状疱疹性角膜炎,用于治疗各种原发性或继发性T细胞缺陷病，某些自身免疫性疾病，各种细胞免疫功能低下...,自身免疫性疾病肝炎肝硬化带状疱疹生殖器疱疹尖锐湿疣支气管炎气管炎支气管哮喘哮喘肺结核红斑狼疮强直性脊柱炎脊柱炎再生障碍性贫血贫血白血病血小板减少症角膜炎结膜炎过敏过敏性鼻炎鼻炎痤疮银屑病鳞状细胞癌皮角硬化疱疹湿疣上呼吸道感染血小板减少疖肿免疫缺陷,注射用胸腺肽,皮下或肌肉注射：1次10-20mg，一日1次或遵医嘱。静脉滴注：一次20-80mg，溶于500ml0.9%氯...
品的主要成分为酞丁安，化学名为3-邻苯二甲酰亚氨基-2-氧代丁醛-1，2-双缩氨基硫脲与二氧...,带状疱疹性角膜炎,用于治疗各种沙眼；也可用于单纯疱疹病毒I型与II型及水痘-带状疱疹病毒引起的角膜炎。,沙眼水痘带状疱疹角膜炎疱疹,酞丁安滴眼液,滴入眼睑内，一次1滴，一日2～4次。
熟地黄、鹿衔草、骨碎补(烫)、淫羊藿、肉苁蓉、鸡血藤、莱菔子(炒)。,强直性脊柱炎及其伴发的葡萄膜炎,补肾，活血，止痛。用于肥大性脊椎炎，颈椎病，跟骨刺，增生性关节炎，大骨节病。,肥大性脊椎炎颈椎病大骨节病,抗骨增生片(太极),聚乙烯塑料瓶装，1100片/瓶/盒。
分子量：C24H31ClO7,带状疱疹性角膜炎,1.当使用皮质类固醇可以安全的减轻水肿和炎症的情况下，本品可以适用于治疗眼睑和球结...,结膜炎葡萄膜炎过敏痤疮角膜炎浅层点状角膜炎带状疱疹带状疱疹性角膜炎水肿疱疹,氯替泼诺混悬滴眼液(露达舒),1.本品在使用前应用力摇匀。2.对皮质类固醇敏感性疾病的治疗：在患者侧眼结膜囊中滴入...
生川乌、生草乌、麻黄、苍术、当归、白芷、干姜、山柰、八角茴香、薄荷脑、冰片、樟脑...,强直性脊柱炎及其伴发的葡萄膜炎,祛风湿、止痛。用于头痛，风湿痛，神经痛，扭伤及肌肉酸痛。,头痛神经痛扭伤肌肉酸痛,伤湿祛痛膏,外用。贴于患处。
该产品为预装在植入器内的三件式后房型可折叠人工晶体，晶体主体由硅胶材料制成，支撑...,外伤性白内障,该产品适用于眼科白内障(老年性白内障及外伤性白内障)手术后无晶体眼的视力矫正。,白内障外伤性白内障先天性白内障,预装式人工晶体系统(KS-3Ai),
酞丁安，其化学名为3-邻苯二甲酰亚氨基-2-氧代丁醛-1，2-双缩氨基硫脲与二氧六环的包含物...,带状疱疹性角膜炎,用于治疗各种沙眼；也可用于单纯疱疹病毒I型与II型及水痘-带状疱疹病毒引起的角膜炎,沙眼水痘带状疱疹角膜炎疱疹,酞丁安滴眼液,外用，滴眼前先振摇药瓶，使药液混匀后滴入眼内，一次1～2滴，一日3～4次
品的主要成分为酞丁安，化学名为3-邻苯二甲酰亚氨基-2-氧代丁醛-1，2-双缩氨基硫脲与二氧...,带状疱疹性角膜炎,用于治疗各种沙眼；也可用于单纯疱疹病毒I型与II型及水痘-带状疱疹病毒引起的角膜炎。,沙眼水痘带状疱疹角膜炎疱疹,酞丁安滴眼液,滴入眼睑内，一次1滴，一日2～4次。
本品的主要成分为碘苷，其化学名为2'-脱氧-5-碘尿苷。分子式：C9H11IN2O5，分子量：354.10。,带状疱疹性角膜炎,用于单纯疱疹性角膜炎、牛痘病毒性角膜炎和带状疱疹病毒感染。,角膜炎牛痘带状疱疹疱疹,碘苷滴眼液,滴于结膜囊内，每1～2小时1次，每次1～2滴。
